respondent_id,contact_date,channel,action_type,time_to_response_hours
R146,2024-02-16,Phone,scheduled,
R146,2024-01-05,Email,opened,
R146,2024-09-13,Email,no_response,
R146,2024-10-26,LinkedIn,opened,
R147,2024-05-29,Email,declined,
R147,2024-10-20,Phone,clicked,
R147,2024-08-30,Email,sent,
R147,2024-10-01,Email,sent,
R148,2024-07-26,Email,replied,27
R148,2024-04-24,Email,replied,21
R148,2024-07-13,Email,scheduled,
R149,2024-12-08,Phone,scheduled,
R149,2024-06-18,LinkedIn,sent,
R149,2024-03-22,LinkedIn,opened,
R149,2024-06-02,LinkedIn,replied,7
R149,2024-05-20,LinkedIn,no_response,
R150,2024-11-09,Email,sent,
R150,2024-05-25,Phone,sent,
R150,2024-11-18,Phone,opened,
R150,2024-05-01,LinkedIn,sent,
R150,2024-09-08,Email,sent,
R150,2024-12-08,Email,opened,
R151,2024-11-06,Email,sent,
R151,2024-03-29,Phone,declined,
R151,2024-02-27,Phone,scheduled,
R151,2024-03-03,Phone,no_response,
R151,2024-12-12,Phone,no_response,
R152,2024-11-03,LinkedIn,clicked,
R152,2024-10-06,LinkedIn,replied,61
R152,2024-03-12,LinkedIn,opened,
R152,2024-01-09,LinkedIn,replied,52
R152,2024-12-31,LinkedIn,sent,
R152,2024-04-03,LinkedIn,replied,48
R153,2024-12-04,Email,sent,
R153,2024-12-01,Email,sent,
R153,2024-05-31,Email,sent,
R153,2024-12-21,Email,opened,
R153,2024-02-09,Email,sent,
R154,2024-12-24,Email,opened,
R154,2024-03-02,Email,no_response,
R154,2024-09-10,Email,sent,
R154,2024-03-09,Email,opened,
R154,2024-09-01,Email,sent,
R154,2024-12-30,Email,opened,
R155,2024-06-18,Email,clicked,
R155,2024-06-26,LinkedIn,sent,
R155,2024-07-07,Email,replied,19
R155,2024-09-16,Email,opened,
R155,2024-03-12,Email,no_response,
R155,2024-01-17,Email,scheduled,
R155,2024-12-06,Email,no_response,
R156,2024-02-26,LinkedIn,sent,
R156,2024-08-05,Email,sent,
R156,2024-04-16,LinkedIn,opened,
R156,2024-10-30,LinkedIn,replied,12
R156,2024-06-21,LinkedIn,sent,
R157,2024-08-06,LinkedIn,replied,71
R157,2024-09-03,LinkedIn,sent,
R157,2024-08-05,LinkedIn,sent,
R157,2024-01-31,Email,sent,
R157,2024-02-16,LinkedIn,opened,
R157,2024-05-13,LinkedIn,replied,2
R157,2024-04-17,Email,sent,
R158,2024-03-12,LinkedIn,opened,
R158,2024-11-22,LinkedIn,sent,
R158,2024-04-17,Email,opened,
R159,2024-11-04,LinkedIn,sent,
R159,2024-09-28,LinkedIn,opened,
R159,2024-06-19,Email,declined,
R159,2024-04-25,Phone,clicked,
R159,2024-11-24,LinkedIn,sent,
R159,2024-03-14,Email,sent,
R159,2024-09-12,LinkedIn,declined,
R160,2024-03-21,Email,replied,17
R160,2024-09-24,Phone,replied,3
R160,2024-05-07,Email,replied,21
R160,2024-11-21,Phone,replied,51
R160,2024-08-22,Email,opened,
R161,2024-02-10,Email,sent,
R161,2024-06-29,Phone,sent,
R161,2024-06-05,LinkedIn,sent,
R162,2024-02-28,Phone,clicked,
R162,2024-12-10,Phone,no_response,
R162,2024-09-05,Phone,sent,
R162,2024-07-10,Email,opened,
R162,2024-01-24,LinkedIn,clicked,
R163,2024-03-20,Email,clicked,
R163,2024-05-13,Email,sent,
R163,2024-07-31,Email,replied,10
R163,2024-12-13,Email,sent,
R163,2024-06-14,Email,replied,55
R163,2024-12-13,Email,replied,36
R163,2024-12-02,Email,sent,
R163,2024-03-11,Email,sent,
R164,2024-08-01,Email,no_response,
R164,2024-03-05,LinkedIn,opened,
R164,2024-08-08,Email,sent,
R165,2024-11-03,Email,replied,51
R165,2024-10-12,Email,opened,
R165,2024-07-03,LinkedIn,sent,
R165,2024-07-25,Email,clicked,
R165,2024-04-08,Phone,sent,
R165,2024-08-29,Email,sent,
R165,2024-06-06,Email,clicked,
R165,2024-04-07,Email,opened,
R166,2024-02-11,Email,opened,
R166,2024-05-18,Email,replied,17
R166,2024-10-09,Email,no_response,
R166,2024-08-14,Phone,sent,
R167,2024-03-12,Email,sent,
R167,2024-08-30,Email,opened,
R167,2024-01-18,LinkedIn,opened,
R167,2024-03-17,Email,no_response,
R167,2024-02-14,Phone,opened,
R167,2024-12-08,Email,sent,
R168,2024-05-19,Email,opened,
R168,2024-06-25,Email,no_response,
R168,2024-08-09,LinkedIn,replied,61
R169,2024-04-01,Phone,sent,
R169,2024-01-22,Phone,clicked,
R169,2024-06-20,Phone,sent,
R169,2024-04-01,Phone,opened,
R169,2024-07-10,Phone,sent,
R169,2024-03-17,Phone,replied,13
R170,2024-10-07,Phone,clicked,
R170,2024-12-29,Email,no_response,
R170,2024-06-27,LinkedIn,replied,65
R170,2024-08-25,Phone,sent,
R170,2024-05-14,Phone,clicked,
R170,2024-12-30,Phone,replied,48
R170,2024-10-06,Email,opened,
R170,2024-01-19,Phone,clicked,
R171,2024-03-23,LinkedIn,sent,
R171,2024-08-15,LinkedIn,clicked,
R171,2024-09-21,LinkedIn,sent,
R171,2024-04-21,LinkedIn,opened,
R171,2024-09-07,Phone,sent,
R171,2024-06-12,Email,sent,
R171,2024-12-23,Email,sent,
R171,2024-06-16,LinkedIn,sent,
R172,2024-08-08,LinkedIn,opened,
R172,2024-10-30,Email,sent,
R172,2024-07-09,Email,sent,
R172,2024-11-20,Email,replied,70
R172,2024-06-18,Email,replied,47
R172,2024-02-14,Phone,replied,10
R172,2024-01-14,Email,replied,57
R173,2024-08-18,Phone,sent,
R173,2024-06-05,Phone,sent,
R173,2024-05-13,Phone,sent,
R174,2024-02-06,Email,replied,13
R174,2024-02-22,Email,replied,61
R174,2024-01-18,Email,sent,
R174,2024-02-07,Email,sent,
R174,2024-07-05,Phone,scheduled,
R174,2024-07-14,Email,sent,
R174,2024-08-30,LinkedIn,opened,
R175,2024-10-26,LinkedIn,replied,58
R175,2024-10-29,LinkedIn,opened,
R175,2024-02-04,LinkedIn,replied,68
R175,2024-08-02,LinkedIn,sent,
R175,2024-08-06,Phone,opened,
R175,2024-11-11,LinkedIn,replied,29
R175,2024-03-30,LinkedIn,opened,
R175,2024-11-03,LinkedIn,opened,
R176,2024-09-08,Email,scheduled,
R176,2024-01-08,Phone,no_response,
R176,2024-09-12,LinkedIn,sent,
R176,2024-12-28,Phone,sent,
R176,2024-07-26,Phone,sent,
R177,2024-05-10,LinkedIn,replied,16
R177,2024-08-11,Email,replied,63
R177,2024-07-15,Email,sent,
R177,2024-05-21,Email,sent,
R178,2024-09-08,Email,replied,47
R178,2024-04-05,Email,sent,
R178,2024-01-26,Email,sent,
R178,2024-04-20,Email,sent,
R178,2024-05-02,LinkedIn,sent,
R178,2024-07-04,LinkedIn,no_response,
R179,2024-06-16,LinkedIn,sent,
R179,2024-02-20,LinkedIn,opened,
R179,2024-01-05,LinkedIn,replied,43
R179,2024-03-17,Phone,sent,
R179,2024-06-08,LinkedIn,sent,
R179,2024-07-26,Phone,no_response,
R179,2024-09-13,LinkedIn,declined,
R179,2024-07-23,LinkedIn,sent,
R180,2024-09-11,Phone,sent,
R180,2024-01-11,Email,sent,
R180,2024-01-08,Email,clicked,
R180,2024-02-01,Email,sent,
R180,2024-01-28,Phone,opened,
R180,2024-07-24,Email,sent,
R181,2024-08-15,LinkedIn,replied,23
R181,2024-05-07,Phone,sent,
R181,2024-09-11,Email,opened,
R182,2024-07-30,LinkedIn,sent,
R182,2024-08-26,LinkedIn,sent,
R182,2024-07-25,LinkedIn,clicked,
R182,2024-11-13,Phone,declined,
R182,2024-10-09,LinkedIn,scheduled,
R182,2024-09-01,LinkedIn,scheduled,
R182,2024-02-14,LinkedIn,sent,
R183,2024-04-14,Email,clicked,
R183,2024-12-13,Phone,sent,
R183,2024-10-07,LinkedIn,sent,
R183,2024-08-21,Email,declined,
R183,2024-07-07,LinkedIn,replied,30
R183,2024-02-13,Phone,scheduled,
R184,2024-08-12,Phone,no_response,
R184,2024-05-21,Email,replied,57
R184,2024-05-15,LinkedIn,sent,
R184,2024-06-24,Email,replied,30
R184,2024-05-21,Email,opened,
R185,2024-03-20,Email,declined,
R185,2024-03-22,Email,opened,
R185,2024-05-14,Email,opened,
R185,2024-07-25,LinkedIn,clicked,
R185,2024-12-09,Email,sent,
R185,2024-06-25,LinkedIn,no_response,
R186,2024-08-30,Email,sent,
R186,2024-02-24,Phone,sent,
R186,2024-05-20,Phone,sent,
R186,2024-02-25,Email,sent,
R186,2024-01-15,LinkedIn,sent,
R186,2024-07-03,Email,sent,
R186,2024-11-09,Phone,opened,
R187,2024-03-28,Email,opened,
R187,2024-04-06,LinkedIn,sent,
R187,2024-05-23,Email,sent,
R188,2024-01-08,Email,replied,67
R188,2024-08-02,Email,sent,
R188,2024-06-21,Email,sent,
R188,2024-08-10,Phone,sent,
R188,2024-02-09,Phone,sent,
R188,2024-06-30,Email,clicked,
R189,2024-09-26,Email,sent,
R189,2024-07-05,LinkedIn,sent,
R189,2024-09-01,LinkedIn,sent,
R189,2024-11-04,LinkedIn,clicked,
R189,2024-08-18,Email,declined,
R189,2024-06-03,LinkedIn,sent,
R189,2024-06-23,Email,sent,
R189,2024-12-01,Email,sent,
R190,2024-04-24,LinkedIn,clicked,
R190,2024-11-06,Email,sent,
R190,2024-10-26,Email,opened,
R191,2024-01-18,Email,sent,
R191,2024-09-28,Email,sent,
R191,2024-01-12,Email,sent,
R191,2024-10-27,Email,sent,
R191,2024-07-10,Email,sent,
R192,2024-08-19,Phone,sent,
R192,2024-04-02,Phone,opened,
R192,2024-08-05,Phone,sent,
R192,2024-10-04,Phone,scheduled,
R193,2024-12-18,Email,declined,
R193,2024-10-29,Email,clicked,
R193,2024-01-29,Email,replied,56
R193,2024-10-27,Email,sent,
R193,2024-03-17,LinkedIn,sent,
R193,2024-01-09,LinkedIn,opened,
R193,2024-01-24,Email,opened,
R193,2024-01-15,LinkedIn,opened,
R194,2024-06-12,Email,sent,
R194,2024-01-13,Email,opened,
R194,2024-12-12,Email,replied,24
R194,2024-06-20,LinkedIn,sent,
R194,2024-12-22,Email,replied,8
R195,2024-11-22,LinkedIn,sent,
R195,2024-07-18,Phone,sent,
R195,2024-03-16,Phone,sent,
R196,2024-06-12,LinkedIn,opened,
R196,2024-03-01,LinkedIn,opened,
R196,2024-09-01,LinkedIn,opened,
R197,2024-06-03,Phone,opened,
R197,2024-09-13,Phone,sent,
R197,2024-08-31,Phone,sent,
R197,2024-06-10,LinkedIn,sent,
R197,2024-03-08,Phone,replied,44
R197,2024-12-09,LinkedIn,sent,
R197,2024-10-03,Phone,replied,34
R197,2024-06-09,Phone,sent,
R198,2024-09-15,Phone,sent,
R198,2024-11-02,Phone,sent,
R198,2024-11-30,Phone,sent,
R199,2024-04-04,LinkedIn,replied,35
R199,2024-09-02,Email,no_response,
R199,2024-08-08,Email,replied,50
R199,2024-05-02,LinkedIn,replied,17
R200,2024-07-05,LinkedIn,clicked,
R200,2024-09-18,LinkedIn,no_response,
R200,2024-09-29,Email,scheduled,
R201,2024-02-29,Email,clicked,
R201,2024-05-04,Email,sent,
R201,2024-12-02,Email,sent,
R201,2024-12-06,Email,opened,
R201,2024-02-20,Email,sent,
R202,2024-06-26,Phone,opened,
R202,2024-05-18,LinkedIn,no_response,
R202,2024-11-22,Phone,opened,
R202,2024-06-18,Email,opened,
R202,2024-02-08,Phone,sent,
R202,2024-03-09,Phone,declined,
R202,2024-08-23,Phone,sent,
R203,2024-02-17,Email,replied,2
R203,2024-02-26,Email,replied,54
R203,2024-10-03,LinkedIn,replied,44
R204,2024-12-03,Phone,sent,
R204,2024-04-08,Email,sent,
R204,2024-01-15,Phone,replied,49
R204,2024-11-20,Phone,replied,2
R204,2024-06-27,Phone,replied,72
R204,2024-11-27,Phone,clicked,
R204,2024-03-02,Phone,opened,
R204,2024-04-28,Phone,sent,
R205,2024-02-06,Phone,no_response,
R205,2024-05-13,LinkedIn,declined,
R205,2024-01-26,LinkedIn,sent,
R205,2024-01-08,LinkedIn,sent,
R205,2024-01-04,LinkedIn,opened,
R205,2024-01-21,LinkedIn,clicked,
R206,2024-05-28,Email,sent,
R206,2024-01-25,LinkedIn,sent,
R206,2024-05-22,LinkedIn,sent,
R206,2024-09-01,Email,sent,
R206,2024-02-12,Email,replied,70
R207,2024-10-19,LinkedIn,scheduled,
R207,2024-07-03,LinkedIn,scheduled,
R207,2024-02-11,Email,declined,
R207,2024-04-01,LinkedIn,sent,
R207,2024-11-12,LinkedIn,declined,
R207,2024-11-19,Phone,replied,9
R207,2024-02-22,Phone,clicked,
R208,2024-03-24,Phone,opened,
R208,2024-02-03,Phone,no_response,
R208,2024-03-16,Phone,replied,1
R209,2024-12-18,Phone,sent,
R209,2024-07-15,Email,sent,
R209,2024-10-12,Phone,replied,69
R209,2024-03-28,Phone,replied,9
R209,2024-08-22,Phone,opened,
R209,2024-08-19,Phone,sent,
R209,2024-01-07,Phone,sent,
R210,2024-10-18,Email,opened,
R210,2024-02-07,Email,replied,14
R210,2024-02-21,Email,sent,
R210,2024-05-22,LinkedIn,sent,
R211,2024-08-08,LinkedIn,replied,27
R211,2024-08-27,Email,sent,
R211,2024-05-22,LinkedIn,declined,
R211,2024-12-14,Email,sent,
R211,2024-12-28,Email,no_response,
R211,2024-02-18,Phone,replied,9
R211,2024-10-03,LinkedIn,sent,
R211,2024-09-27,LinkedIn,no_response,
R212,2024-01-14,Email,replied,36
R212,2024-10-24,Email,replied,3
R212,2024-01-15,Email,sent,
R212,2024-08-21,Email,opened,
R212,2024-03-03,Email,sent,
R212,2024-07-14,Email,sent,
R213,2024-01-27,Email,opened,
R213,2024-04-02,Email,sent,
R213,2024-04-14,Email,scheduled,
R213,2024-11-04,Email,opened,
R213,2024-02-21,Email,replied,23
R213,2024-11-14,LinkedIn,no_response,
R214,2024-06-29,Email,sent,
R214,2024-02-26,LinkedIn,opened,
R214,2024-04-29,Email,replied,30
R214,2024-11-03,Phone,sent,
R214,2024-12-28,Email,sent,
R214,2024-02-12,Email,replied,19
R215,2024-05-14,LinkedIn,sent,
R215,2024-09-16,Email,replied,67
R215,2024-07-15,Email,replied,50
R216,2024-05-12,LinkedIn,opened,
R216,2024-09-11,Phone,no_response,
R216,2024-08-07,Phone,sent,
R217,2024-12-01,Email,no_response,
R217,2024-02-10,Phone,no_response,
R217,2024-09-11,Email,sent,
R218,2024-01-02,Phone,clicked,
R218,2024-07-13,Phone,declined,
R218,2024-08-29,LinkedIn,sent,
R218,2024-05-28,LinkedIn,replied,48
R218,2024-07-16,Phone,opened,
R219,2024-10-25,Email,opened,
R219,2024-09-01,Phone,sent,
R219,2024-12-03,Email,scheduled,
R219,2024-04-17,Phone,replied,3
R220,2024-07-30,Email,opened,
R220,2024-06-04,Email,declined,
R220,2024-01-26,Email,scheduled,
R221,2024-03-22,LinkedIn,sent,
R221,2024-03-23,Email,opened,
R221,2024-05-10,Email,sent,
R222,2024-11-24,Email,sent,
R222,2024-04-09,Email,sent,
R222,2024-09-12,Email,replied,66
R222,2024-02-18,Email,replied,27
R222,2024-03-03,Email,sent,
R223,2024-11-06,Email,sent,
R223,2024-10-16,Email,sent,
R223,2024-04-14,Email,no_response,
R224,2024-04-14,Email,opened,
R224,2024-11-20,Phone,opened,
R224,2024-01-15,Email,opened,
R224,2024-06-23,Email,scheduled,
R225,2024-09-15,LinkedIn,sent,
R225,2024-07-29,Phone,sent,
R225,2024-09-15,LinkedIn,sent,
R225,2024-04-11,LinkedIn,sent,
R225,2024-09-16,LinkedIn,replied,40
R226,2024-12-09,Email,sent,
R226,2024-06-07,Email,sent,
R226,2024-02-14,Email,replied,18
R227,2024-10-27,Email,sent,
R227,2024-09-07,Email,sent,
R227,2024-11-26,Email,replied,27
R227,2024-06-13,Phone,no_response,
R227,2024-07-11,Email,opened,
R227,2024-01-09,Email,replied,11
R227,2024-03-05,Email,no_response,
R228,2024-10-08,Email,sent,
R228,2024-06-29,Email,clicked,
R228,2024-10-08,Phone,clicked,
R228,2024-10-05,Email,replied,39
R229,2024-01-30,Phone,replied,19
R229,2024-09-22,LinkedIn,sent,
R229,2024-11-23,Email,opened,
R230,2024-08-04,Phone,sent,
R230,2024-11-15,Phone,sent,
R230,2024-04-14,LinkedIn,sent,
R230,2024-07-02,Email,clicked,
R230,2024-11-25,Phone,opened,
R231,2024-05-27,LinkedIn,sent,
R231,2024-04-14,Email,no_response,
R231,2024-02-16,Email,declined,
R231,2024-03-27,Phone,scheduled,
R231,2024-11-04,Email,sent,
R232,2024-05-08,Phone,replied,7
R232,2024-09-14,Email,replied,57
R232,2024-11-09,Email,sent,
R232,2024-05-26,Email,opened,
R232,2024-03-12,LinkedIn,replied,2
R232,2024-05-19,Email,scheduled,
R232,2024-01-27,Email,opened,
R233,2024-01-29,Email,sent,
R233,2024-09-27,Email,opened,
R233,2024-06-22,Email,sent,
R233,2024-09-09,Email,sent,
R233,2024-02-29,Email,opened,
R233,2024-04-16,Email,sent,
R234,2024-08-07,LinkedIn,scheduled,
R234,2024-09-15,Phone,replied,38
R234,2024-05-25,LinkedIn,opened,
R234,2024-02-21,LinkedIn,opened,
R234,2024-02-29,Email,sent,
R234,2024-02-03,Phone,sent,
R234,2024-04-05,Phone,replied,5
R234,2024-03-29,Phone,sent,
R235,2024-11-11,Email,sent,
R235,2024-08-18,Email,opened,
R235,2024-10-01,Phone,declined,
R235,2024-09-02,Email,sent,
R235,2024-04-20,Email,sent,
R236,2024-08-21,Email,no_response,
R236,2024-10-04,Email,sent,
R236,2024-06-14,Email,sent,
R236,2024-05-07,Email,sent,
R236,2024-08-24,LinkedIn,sent,
R236,2024-10-17,Email,opened,
R236,2024-04-16,Email,clicked,
R237,2024-05-07,Email,declined,
R237,2024-07-13,LinkedIn,sent,
R237,2024-12-04,Email,sent,
R237,2024-05-22,Email,sent,
R237,2024-04-20,Email,sent,
R238,2024-03-30,Email,sent,
R238,2024-09-07,LinkedIn,sent,
R238,2024-10-06,Email,sent,
R239,2024-11-28,Email,opened,
R239,2024-08-11,Email,sent,
R239,2024-04-10,Email,sent,
R239,2024-05-11,Email,sent,
R240,2024-01-13,LinkedIn,sent,
R240,2024-04-07,Phone,no_response,
R240,2024-04-29,Phone,sent,
R241,2024-10-19,Email,sent,
R241,2024-10-30,LinkedIn,sent,
R241,2024-07-17,Email,sent,
R242,2024-01-01,Phone,no_response,
R242,2024-02-29,LinkedIn,replied,36
R242,2024-09-06,Phone,sent,
R243,2024-05-19,Email,no_response,
R243,2024-05-28,Phone,sent,
R243,2024-02-13,Email,sent,
R243,2024-07-04,LinkedIn,sent,
R243,2024-04-17,Email,replied,68
R244,2024-02-13,Email,sent,
R244,2024-03-18,Phone,replied,57
R244,2024-08-13,Email,sent,
R244,2024-06-10,Email,sent,
R244,2024-10-07,Email,declined,
R244,2024-09-09,Email,replied,20
R244,2024-05-11,Email,no_response,
R245,2024-05-23,Phone,declined,
R245,2024-09-22,Phone,sent,
R245,2024-04-18,LinkedIn,sent,
R246,2024-07-12,Email,sent,
R246,2024-02-04,Phone,sent,
R246,2024-10-01,Email,replied,5
R246,2024-07-05,LinkedIn,scheduled,
R246,2024-08-30,Email,no_response,
R246,2024-09-20,LinkedIn,sent,
R246,2024-01-10,Email,clicked,
R247,2024-06-14,Phone,no_response,
R247,2024-01-29,Phone,opened,
R247,2024-09-27,Phone,sent,
R247,2024-03-27,Phone,scheduled,
R247,2024-01-23,Phone,opened,
R247,2024-07-28,Email,replied,24
R248,2024-02-15,LinkedIn,sent,
R248,2024-01-28,Email,sent,
R248,2024-01-26,LinkedIn,opened,
R248,2024-09-22,Email,sent,
R248,2024-06-23,LinkedIn,opened,
R249,2024-01-04,Phone,sent,
R249,2024-11-06,Email,replied,30
R249,2024-11-17,Email,no_response,
R250,2024-03-07,LinkedIn,sent,
R250,2024-05-14,LinkedIn,sent,
R250,2024-02-24,Phone,opened,
R250,2024-01-31,Phone,replied,28
R250,2024-03-14,Phone,sent,
R251,2024-01-19,Email,sent,
R251,2024-06-04,Email,opened,
R251,2024-12-02,Phone,clicked,
R252,2024-06-04,Phone,sent,
R252,2024-05-26,Phone,scheduled,
R252,2024-03-27,Phone,replied,53
R252,2024-01-20,Email,sent,
R252,2024-09-25,Phone,opened,
R252,2024-11-28,Phone,sent,
R252,2024-02-12,Phone,sent,
R253,2024-11-01,LinkedIn,sent,
R253,2024-01-28,Phone,sent,
R253,2024-09-16,Email,no_response,
R253,2024-01-22,Email,opened,
R253,2024-04-10,Email,sent,
R254,2024-02-08,Phone,sent,
R254,2024-10-16,Phone,opened,
R254,2024-12-18,Email,sent,
R255,2024-10-26,Email,sent,
R255,2024-06-18,Email,opened,
R255,2024-10-22,Email,replied,51
R256,2024-12-18,Phone,sent,
R256,2024-05-09,LinkedIn,clicked,
R256,2024-06-04,LinkedIn,sent,
R256,2024-03-14,LinkedIn,opened,
R256,2024-12-07,LinkedIn,opened,
R257,2024-03-30,Email,replied,7
R257,2024-03-07,LinkedIn,opened,
R257,2024-08-23,LinkedIn,sent,
R258,2024-07-18,LinkedIn,sent,
R258,2024-11-27,LinkedIn,sent,
R258,2024-08-14,Email,opened,
R258,2024-12-13,Phone,replied,42
R258,2024-08-20,Email,opened,
R258,2024-09-22,Phone,scheduled,
R258,2024-03-26,Phone,sent,
R259,2024-04-11,Phone,sent,
R259,2024-08-01,Phone,sent,
R259,2024-04-17,Phone,sent,
R259,2024-06-13,Phone,sent,
R259,2024-03-31,Email,declined,
R260,2024-07-10,Phone,sent,
R260,2024-11-30,Phone,clicked,
R260,2024-03-26,Phone,declined,
R260,2024-08-09,Phone,sent,
R260,2024-12-28,Phone,no_response,
R261,2024-04-10,Phone,sent,
R261,2024-08-13,Phone,sent,
R261,2024-12-29,Phone,sent,
R261,2024-02-29,Phone,sent,
R261,2024-09-06,Phone,scheduled,
R262,2024-02-17,Email,replied,35
R262,2024-04-26,Email,sent,
R262,2024-08-14,Phone,sent,
R262,2024-12-27,LinkedIn,sent,
R262,2024-02-02,Email,clicked,
R262,2024-02-13,Email,sent,
R262,2024-06-13,LinkedIn,opened,
R262,2024-12-10,Email,declined,
R263,2024-10-18,Email,opened,
R263,2024-12-02,Email,replied,34
R263,2024-12-09,Email,sent,
R263,2024-10-13,Email,replied,54
R263,2024-12-29,Email,sent,
R264,2024-08-12,Email,sent,
R264,2024-10-12,LinkedIn,declined,
R264,2024-07-22,Email,clicked,
R265,2024-06-20,LinkedIn,no_response,
R265,2024-01-12,Email,sent,
R265,2024-11-02,Email,replied,29
R265,2024-04-30,Email,sent,
R265,2024-08-31,Email,sent,
R265,2024-05-31,Email,sent,
R266,2024-05-31,Email,no_response,
R266,2024-07-06,Email,clicked,
R266,2024-01-13,Email,sent,
R266,2024-03-31,LinkedIn,sent,
R266,2024-07-18,Email,sent,
R267,2024-03-14,LinkedIn,sent,
R267,2024-09-12,LinkedIn,opened,
R267,2024-10-02,LinkedIn,clicked,
R268,2024-11-23,Email,clicked,
R268,2024-11-24,Email,replied,10
R268,2024-03-11,LinkedIn,sent,
R268,2024-03-18,Email,sent,
R269,2024-10-10,Phone,sent,
R269,2024-05-09,Phone,opened,
R269,2024-02-12,LinkedIn,opened,
R269,2024-01-08,LinkedIn,no_response,
R269,2024-01-13,LinkedIn,opened,
R270,2024-07-31,Email,sent,
R270,2024-04-20,Email,sent,
R270,2024-10-17,Email,declined,
R270,2024-01-23,Email,scheduled,
R270,2024-10-28,Phone,sent,
R271,2024-09-10,LinkedIn,sent,
R271,2024-01-15,Email,clicked,
R271,2024-05-09,LinkedIn,declined,
R271,2024-03-01,Phone,sent,
R271,2024-04-24,Email,opened,
R271,2024-11-15,Email,sent,
R271,2024-11-03,Email,replied,27
R272,2024-11-20,Email,sent,
R272,2024-03-07,LinkedIn,scheduled,
R272,2024-09-05,LinkedIn,opened,
R273,2024-06-23,LinkedIn,sent,
R273,2024-12-04,Email,opened,
R273,2024-01-02,Email,sent,
R273,2024-06-20,LinkedIn,declined,
R273,2024-11-29,LinkedIn,clicked,
R273,2024-10-10,LinkedIn,sent,
R274,2024-02-23,LinkedIn,sent,
R274,2024-03-07,LinkedIn,declined,
R274,2024-04-11,LinkedIn,sent,
R274,2024-04-29,Email,opened,
R274,2024-07-09,Email,sent,
R275,2024-10-30,Email,replied,13
R275,2024-02-16,LinkedIn,opened,
R275,2024-08-09,Email,clicked,
R275,2024-01-21,Email,sent,
R275,2024-06-06,LinkedIn,sent,
R276,2024-12-13,Email,sent,
R276,2024-06-07,LinkedIn,sent,
R276,2024-08-22,Email,clicked,
R276,2024-05-29,Email,opened,
R276,2024-09-13,LinkedIn,sent,
R277,2024-06-13,LinkedIn,declined,
R277,2024-03-17,LinkedIn,sent,
R277,2024-03-25,LinkedIn,sent,
R277,2024-02-15,LinkedIn,replied,42
R277,2024-02-16,LinkedIn,clicked,
R277,2024-07-31,Phone,declined,
R277,2024-02-28,Email,sent,
R277,2024-02-23,LinkedIn,sent,
R278,2024-12-07,Email,sent,
R278,2024-01-12,Email,no_response,
R278,2024-07-10,Email,opened,
R278,2024-01-06,Email,sent,
R279,2024-11-04,LinkedIn,no_response,
R279,2024-05-23,Email,sent,
R279,2024-12-11,Email,declined,
R279,2024-09-17,Email,sent,
R279,2024-03-13,Phone,sent,
R279,2024-06-22,Email,sent,
R279,2024-08-19,Email,sent,
R279,2024-09-26,Email,declined,
R280,2024-12-27,LinkedIn,scheduled,
R280,2024-08-09,Email,opened,
R280,2024-02-21,Email,no_response,
R280,2024-04-25,Email,sent,
R280,2024-01-26,Phone,replied,37
R281,2024-02-22,Phone,replied,61
R281,2024-12-30,Email,opened,
R281,2024-01-29,Phone,sent,
R281,2024-01-19,Phone,no_response,
R281,2024-10-29,Email,sent,
R281,2024-10-05,Email,replied,21
R282,2024-04-26,Email,sent,
R282,2024-04-15,Email,opened,
R282,2024-11-04,Email,opened,
R282,2024-08-14,Phone,sent,
R282,2024-12-17,Email,sent,
R282,2024-07-04,Email,sent,
R283,2024-09-17,Phone,opened,
R283,2024-01-16,Phone,replied,3
R283,2024-09-29,Phone,sent,
R284,2024-06-08,LinkedIn,declined,
R284,2024-12-23,Email,sent,
R284,2024-09-06,Email,clicked,
R284,2024-08-11,Phone,replied,8
R284,2024-09-12,Phone,sent,
R284,2024-06-28,Phone,replied,70
R285,2024-01-20,Email,opened,
R285,2024-04-21,Email,sent,
R285,2024-04-29,Email,replied,17
R285,2024-07-12,LinkedIn,sent,
R285,2024-04-20,Email,sent,
R285,2024-07-28,Email,opened,
R285,2024-01-01,Email,no_response,
R286,2024-02-27,LinkedIn,declined,
R286,2024-04-02,Email,sent,
R286,2024-08-08,Email,replied,10
R287,2024-07-29,Email,no_response,
R287,2024-08-19,LinkedIn,replied,13
R287,2024-09-18,Email,sent,
R287,2024-12-29,Email,no_response,
R288,2024-04-12,LinkedIn,no_response,
R288,2024-02-19,Email,sent,
R288,2024-04-19,Phone,replied,12
R289,2024-03-28,Phone,sent,
R289,2024-01-20,Email,sent,
R289,2024-01-14,Phone,replied,66
R289,2024-05-12,Phone,replied,23
R289,2024-10-22,Phone,sent,
R289,2024-02-03,Phone,sent,
R289,2024-07-26,Phone,replied,65
R290,2024-10-27,Email,replied,52
R290,2024-07-17,Email,opened,
R290,2024-03-20,LinkedIn,opened,
R290,2024-03-11,Email,declined,
R291,2024-06-03,Phone,sent,
R291,2024-03-18,Phone,replied,61
R291,2024-03-18,Phone,sent,
R291,2024-06-20,LinkedIn,opened,
R291,2024-10-15,LinkedIn,opened,
R291,2024-02-02,LinkedIn,opened,
R291,2024-10-26,LinkedIn,clicked,
R291,2024-10-02,Email,replied,26
R292,2024-01-07,Email,clicked,
